Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,LapTime,PitInTime,PitOutTime,TrackStatus
MAG,20,57.0,4.0,MEDIUM,15.0,79.199,,,1
MAG,20,58.0,4.0,MEDIUM,16.0,79.397,,,1
MAG,20,59.0,4.0,MEDIUM,17.0,81.015,,,1
MAG,20,60.0,4.0,MEDIUM,18.0,80.31,,,1
MAG,20,61.0,4.0,MEDIUM,19.0,79.492,,,1
MAG,20,62.0,4.0,MEDIUM,20.0,79.407,,,1
MAG,20,63.0,4.0,MEDIUM,21.0,79.496,,,1
MAG,20,64.0,4.0,MEDIUM,22.0,82.711,,,1
MAG,20,65.0,4.0,MEDIUM,23.0,83.209,,,1
BOT,77,1.0,1.0,SOFT,1.0,92.66,,,1
BOT,77,2.0,1.0,SOFT,2.0,83.122,,,1
BOT,77,3.0,1.0,SOFT,3.0,82.033,,,1
BOT,77,4.0,1.0,SOFT,4.0,82.24,,,1
BOT,77,7.0,2.0,HARD,2.0,80.188,,,1
BOT,77,8.0,2.0,HARD,3.0,79.955,,,1
BOT,77,9.0,2.0,HARD,4.0,80.485,,,1
BOT,77,10.0,2.0,HARD,5.0,82.633,,,1
BOT,77,11.0,2.0,HARD,6.0,81.56,,,1
BOT,77,12.0,2.0,HARD,7.0,81.19,,,1
BOT,77,13.0,2.0,HARD,8.0,80.805,,,1
BOT,77,14.0,2.0,HARD,9.0,82.361,,,1
BOT,77,15.0,2.0,HARD,10.0,82.934,,,1
BOT,77,16.0,2.0,HARD,11.0,81.922,,,1
BOT,77,17.0,2.0,HARD,12.0,81.789,,,1
BOT,77,18.0,2.0,HARD,13.0,81.419,,,1
BOT,77,19.0,2.0,HARD,14.0,81.578,,,1
BOT,77,20.0,2.0,HARD,15.0,83.449,,,1
BOT,77,21.0,2.0,HARD,16.0,81.727,,,1
BOT,77,22.0,2.0,HARD,17.0,81.807,,,1
BOT,77,23.0,2.0,HARD,18.0,81.673,,,1
BOT,77,24.0,2.0,HARD,19.0,81.559,,,1
BOT,77,25.0,2.0,HARD,20.0,81.219,,,1
BOT,77,26.0,2.0,HARD,21.0,81.205,,,1
BOT,77,27.0,2.0,HARD,22.0,81.15,,,1
BOT,77,28.0,2.0,HARD,23.0,81.253,,,1
BOT,77,29.0,2.0,HARD,24.0,81.141,,,1
BOT,77,30.0,2.0,HARD,25.0,80.866,,,1
BOT,77,31.0,2.0,HARD,26.0,80.928,,,1
BOT,77,32.0,2.0,HARD,27.0,81.081,,,1
BOT,77,33.0,2.0,HARD,28.0,81.425,,,1
BOT,77,34.0,2.0,HARD,29.0,83.001,,,1
BOT,77,35.0,2.0,HARD,30.0,81.606,,,1
BOT,77,36.0,2.0,HARD,31.0,81.789,,,1
BOT,77,37.0,2.0,HARD,32.0,83.289,,,1
BOT,77,38.0,2.0,HARD,33.0,81.948,,,1
BOT,77,41.0,3.0,HARD,2.0,80.472,,,1
BOT,77,42.0,3.0,HARD,3.0,79.706,,,1
BOT,77,43.0,3.0,HARD,4.0,80.158,,,1
BOT,77,44.0,3.0,HARD,5.0,82.064,,,1
BOT,77,45.0,3.0,HARD,6.0,79.292,,,1
BOT,77,46.0,3.0,HARD,7.0,78.885,,,1
BOT,77,47.0,3.0,HARD,8.0,78.956,,,1
BOT,77,48.0,3.0,HARD,9.0,79.498,,,1
BOT,77,49.0,3.0,HARD,10.0,79.208,,,1
BOT,77,50.0,3.0,HARD,11.0,78.242,,,1
BOT,77,51.0,3.0,HARD,12.0,79.231,,,1
BOT,77,52.0,3.0,HARD,13.0,79.531,,,1
BOT,77,53.0,3.0,HARD,14.0,81.381,,,1
BOT,77,54.0,3.0,HARD,15.0,80.104,,,1
BOT,77,55.0,3.0,HARD,16.0,79.523,,,1
BOT,77,56.0,3.0,HARD,17.0,81.435,,,1
BOT,77,57.0,3.0,HARD,18.0,79.922,,,1
BOT,77,58.0,3.0,HARD,19.0,81.352,,,1
BOT,77,59.0,3.0,HARD,20.0,79.359,,,1
BOT,77,60.0,3.0,HARD,21.0,79.704,,,1
BOT,77,61.0,3.0,HARD,22.0,78.959,,,1
BOT,77,62.0,3.0,HARD,23.0,79.72,,,1
BOT,77,63.0,3.0,HARD,24.0,79.774,,,1
BOT,77,64.0,3.0,HARD,25.0,82.619,,,1
BOT,77,65.0,3.0,HARD,26.0,80.781,,,1
SAR,2,2.0,1.0,MEDIUM,2.0,82.426,,,1
SAR,2,3.0,1.0,MEDIUM,3.0,82.124,,,1
SAR,2,4.0,1.0,MEDIUM,4.0,83.489,,,1
SAR,2,5.0,1.0,MEDIUM,5.0,82.011,,,1
SAR,2,6.0,1.0,MEDIUM,6.0,81.665,,,1
SAR,2,7.0,1.0,MEDIUM,7.0,82.229,,,1
SAR,2,8.0,1.0,MEDIUM,8.0,82.16,,,1
SAR,2,9.0,1.0,MEDIUM,9.0,82.317,,,1
SAR,2,10.0,1.0,MEDIUM,10.0,82.595,,,1
SAR,2,11.0,1.0,MEDIUM,11.0,82.45,,,1
SAR,2,12.0,1.0,MEDIUM,12.0,82.16,,,1
SAR,2,13.0,1.0,MEDIUM,13.0,81.968,,,1
SAR,2,14.0,1.0,MEDIUM,14.0,82.188,,,1
SAR,2,15.0,1.0,MEDIUM,15.0,82.998,,,1
SAR,2,16.0,1.0,MEDIUM,16.0,82.913,,,1
SAR,2,19.0,2.0,HARD,2.0,80.458,,,1
SAR,2,20.0,2.0,HARD,3.0,80.615,,,1
SAR,2,21.0,2.0,HARD,4.0,80.676,,,1
SAR,2,22.0,2.0,HARD,5.0,80.636,,,1
SAR,2,23.0,2.0,HARD,6.0,80.672,,,1
SAR,2,24.0,2.0,HARD,7.0,80.994,,,1
SAR,2,25.0,2.0,HARD,8.0,81.033,,,1
SAR,2,26.0,2.0,HARD,9.0,81.004,,,1
SAR,2,27.0,2.0,HARD,10.0,80.762,,,1
SAR,2,28.0,2.0,HARD,11.0,80.834,,,1
SAR,2,29.0,2.0,HARD,12.0,80.844,,,1
SAR,2,30.0,2.0,HARD,13.0,80.946,,,1
SAR,2,31.0,2.0,HARD,14.0,82.182,,,1
SAR,2,32.0,2.0,HARD,15.0,81.19,,,1
SAR,2,33.0,2.0,HARD,16.0,81.224,,,1
SAR,2,34.0,2.0,HARD,17.0,81.054,,,1
SAR,2,35.0,2.0,HARD,18.0,82.383,,,1
SAR,2,38.0,3.0,HARD,2.0,79.318,,,1
SAR,2,39.0,3.0,HARD,3.0,79.622,,,1
SAR,2,40.0,3.0,HARD,4.0,79.603,,,1
SAR,2,41.0,3.0,HARD,5.0,79.247,,,1
SAR,2,42.0,3.0,HARD,6.0,79.62,,,1
SAR,2,43.0,3.0,HARD,7.0,79.805,,,1
SAR,2,44.0,3.0,HARD,8.0,79.835,,,1
SAR,2,45.0,3.0,HARD,9.0,79.835,,,1
SAR,2,46.0,3.0,HARD,10.0,79.653,,,1
SAR,2,47.0,3.0,HARD,11.0,79.646,,,1
SAR,2,48.0,3.0,HARD,12.0,80.875,,,1
SAR,2,49.0,3.0,HARD,13.0,80.052,,,1
SAR,2,50.0,3.0,HARD,14.0,80.019,,,1
SAR,2,51.0,3.0,HARD,15.0,79.942,,,1
SAR,2,52.0,3.0,HARD,16.0,79.943,,,1
SAR,2,53.0,3.0,HARD,17.0,79.943,,,1
SAR,2,54.0,3.0,HARD,18.0,79.72,,,1
SAR,2,55.0,3.0,HARD,19.0,81.834,,,1
SAR,2,56.0,3.0,HARD,20.0,79.827,,,1
SAR,2,57.0,3.0,HARD,21.0,80.009,,,1
SAR,2,58.0,3.0,HARD,22.0,82.807,,,1
SAR,2,59.0,3.0,HARD,23.0,81.829,,,1
SAR,2,60.0,3.0,HARD,24.0,80.119,,,1
SAR,2,61.0,3.0,HARD,25.0,81.28,,,1
SAR,2,62.0,3.0,HARD,26.0,82.134,,,1
SAR,2,63.0,3.0,HARD,27.0,80.42,,,1
SAR,2,64.0,3.0,HARD,28.0,79.98,,,1
SAR,2,65.0,3.0,HARD,29.0,80.254,,,1
