Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,LapTime,PitInTime,PitOutTime,TrackStatus
LEC,16,36.0,2.0,SOFT,20.0,80.554,,,1
LEC,16,37.0,2.0,SOFT,21.0,80.676,,,1
LEC,16,38.0,2.0,SOFT,22.0,80.458,,,1
LEC,16,39.0,2.0,SOFT,23.0,80.558,,,1
LEC,16,40.0,2.0,SOFT,24.0,80.219,,,1
LEC,16,43.0,3.0,HARD,27.0,78.46,,,1
LEC,16,44.0,3.0,HARD,28.0,78.657,,,1
LEC,16,45.0,3.0,HARD,29.0,78.634,,,1
LEC,16,46.0,3.0,HARD,30.0,78.749,,,1
LEC,16,47.0,3.0,HARD,31.0,78.709,,,1
LEC,16,48.0,3.0,HARD,32.0,78.763,,,1
LEC,16,49.0,3.0,HARD,33.0,79.918,,,1
LEC,16,50.0,3.0,HARD,34.0,79.165,,,1
LEC,16,51.0,3.0,HARD,35.0,78.617,,,1
LEC,16,52.0,3.0,HARD,36.0,78.357,,,1
LEC,16,53.0,3.0,HARD,37.0,78.558,,,1
LEC,16,54.0,3.0,HARD,38.0,78.707,,,1
LEC,16,55.0,3.0,HARD,39.0,78.853,,,1
LEC,16,56.0,3.0,HARD,40.0,78.897,,,1
LEC,16,57.0,3.0,HARD,41.0,78.871,,,1
LEC,16,58.0,3.0,HARD,42.0,78.863,,,1
LEC,16,59.0,3.0,HARD,43.0,78.84,,,1
LEC,16,60.0,3.0,HARD,44.0,78.619,,,1
LEC,16,61.0,3.0,HARD,45.0,78.682,,,1
LEC,16,62.0,3.0,HARD,46.0,79.035,,,1
LEC,16,63.0,3.0,HARD,47.0,79.096,,,1
LEC,16,64.0,3.0,HARD,48.0,79.502,,,1
LEC,16,65.0,3.0,HARD,49.0,78.922,,,1
LEC,16,66.0,3.0,HARD,50.0,79.271,,,1
TSU,22,1.0,1.0,SOFT,1.0,90.844,,,1
TSU,22,2.0,1.0,SOFT,2.0,82.459,,,1
TSU,22,3.0,1.0,SOFT,3.0,81.587,,,1
TSU,22,4.0,1.0,SOFT,4.0,81.03,,,1
TSU,22,5.0,1.0,SOFT,5.0,81.647,,,1
TSU,22,6.0,1.0,SOFT,6.0,81.842,,,1
TSU,22,7.0,1.0,SOFT,7.0,81.268,,,1
TSU,22,8.0,1.0,SOFT,8.0,81.185,,,1
TSU,22,9.0,1.0,SOFT,9.0,81.451,,,1
TSU,22,12.0,2.0,HARD,2.0,80.243,,,1
TSU,22,13.0,2.0,HARD,3.0,79.767,,,1
TSU,22,14.0,2.0,HARD,4.0,81.161,,,1
TSU,22,15.0,2.0,HARD,5.0,80.161,,,1
TSU,22,16.0,2.0,HARD,6.0,80.377,,,1
TSU,22,17.0,2.0,HARD,7.0,80.998,,,1
TSU,22,18.0,2.0,HARD,8.0,80.223,,,1
TSU,22,19.0,2.0,HARD,9.0,80.222,,,1
TSU,22,20.0,2.0,HARD,10.0,80.262,,,1
TSU,22,21.0,2.0,HARD,11.0,80.591,,,1
TSU,22,22.0,2.0,HARD,12.0,80.468,,,1
TSU,22,23.0,2.0,HARD,13.0,80.41,,,1
TSU,22,24.0,2.0,HARD,14.0,80.6,,,1
TSU,22,25.0,2.0,HARD,15.0,80.643,,,1
TSU,22,26.0,2.0,HARD,16.0,80.999,,,1
TSU,22,27.0,2.0,HARD,17.0,80.471,,,1
TSU,22,28.0,2.0,HARD,18.0,80.31,,,1
TSU,22,29.0,2.0,HARD,19.0,80.372,,,1
TSU,22,30.0,2.0,HARD,20.0,80.329,,,1
TSU,22,31.0,2.0,HARD,21.0,80.595,,,1
TSU,22,32.0,2.0,HARD,22.0,80.793,,,1
TSU,22,33.0,2.0,HARD,23.0,82.322,,,1
TSU,22,36.0,3.0,MEDIUM,2.0,79.141,,,1
TSU,22,37.0,3.0,MEDIUM,3.0,80.375,,,1
TSU,22,38.0,3.0,MEDIUM,4.0,80.12,,,1
TSU,22,39.0,3.0,MEDIUM,5.0,80.766,,,1
TSU,22,40.0,3.0,MEDIUM,6.0,79.886,,,1
TSU,22,41.0,3.0,MEDIUM,7.0,79.728,,,1
TSU,22,42.0,3.0,MEDIUM,8.0,79.615,,,1
TSU,22,43.0,3.0,MEDIUM,9.0,79.645,,,1
TSU,22,44.0,3.0,MEDIUM,10.0,80.063,,,1
TSU,22,45.0,3.0,MEDIUM,11.0,79.746,,,1
TSU,22,46.0,3.0,MEDIUM,12.0,79.714,,,1
TSU,22,47.0,3.0,MEDIUM,13.0,79.625,,,1
TSU,22,48.0,3.0,MEDIUM,14.0,79.492,,,1
TSU,22,49.0,3.0,MEDIUM,15.0,80.145,,,1
TSU,22,50.0,3.0,MEDIUM,16.0,79.211,,,1
TSU,22,51.0,3.0,MEDIUM,17.0,79.667,,,1
TSU,22,52.0,3.0,MEDIUM,18.0,79.236,,,1
TSU,22,53.0,3.0,MEDIUM,19.0,79.028,,,1
TSU,22,54.0,3.0,MEDIUM,20.0,79.267,,,1
TSU,22,55.0,3.0,MEDIUM,21.0,79.246,,,1
TSU,22,56.0,3.0,MEDIUM,22.0,79.568,,,1
TSU,22,57.0,3.0,MEDIUM,23.0,79.182,,,1
TSU,22,58.0,3.0,MEDIUM,24.0,79.22,,,1
TSU,22,59.0,3.0,MEDIUM,25.0,78.904,,,1
TSU,22,60.0,3.0,MEDIUM,26.0,78.979,,,1
TSU,22,61.0,3.0,MEDIUM,27.0,79.241,,,1
TSU,22,62.0,3.0,MEDIUM,28.0,79.206,,,1
TSU,22,63.0,3.0,MEDIUM,29.0,79.121,,,1
TSU,22,64.0,3.0,MEDIUM,30.0,79.182,,,1
TSU,22,65.0,3.0,MEDIUM,31.0,79.287,,,1
TSU,22,66.0,3.0,MEDIUM,32.0,79.167,,,1
PIA,81,1.0,1.0,SOFT,3.0,90.075,,,1
PIA,81,2.0,1.0,SOFT,4.0,82.916,,,1
PIA,81,3.0,1.0,SOFT,5.0,82.404,,,1
PIA,81,4.0,1.0,SOFT,6.0,81.271,,,1
PIA,81,5.0,1.0,SOFT,7.0,81.546,,,1
PIA,81,6.0,1.0,SOFT,8.0,81.696,,,1
PIA,81,7.0,1.0,SOFT,9.0,82.246,,,1
PIA,81,8.0,1.0,SOFT,10.0,81.83,,,1
PIA,81,9.0,1.0,SOFT,11.0,81.69,,,1
PIA,81,10.0,1.0,SOFT,12.0,81.408,,,1
PIA,81,11.0,1.0,SOFT,13.0,81.025,,,1
PIA,81,12.0,1.0,SOFT,14.0,80.997,,,1
PIA,81,13.0,1.0,SOFT,15.0,81.498,,,1
PIA,81,14.0,1.0,SOFT,16.0,81.29,,,1
PIA,81,15.0,1.0,SOFT,17.0,81.369,,,1
PIA,81,16.0,1.0,SOFT,18.0,81.715,,,1
PIA,81,19.0,2.0,HARD,2.0,79.785,,,1
PIA,81,20.0,2.0,HARD,3.0,80.115,,,1
PIA,81,21.0,2.0,HARD,4.0,80.38,,,1
PIA,81,22.0,2.0,HARD,5.0,80.712,,,1
PIA,81,23.0,2.0,HARD,6.0,80.738,,,1
PIA,81,24.0,2.0,HARD,7.0,80.973,,,1
PIA,81,25.0,2.0,HARD,8.0,80.77,,,1
PIA,81,26.0,2.0,HARD,9.0,80.828,,,1
PIA,81,27.0,2.0,HARD,10.0,80.618,,,1
PIA,81,28.0,2.0,HARD,11.0,80.667,,,1
PIA,81,29.0,2.0,HARD,12.0,80.352,,,1
PIA,81,30.0,2.0,HARD,13.0,80.661,,,1
PIA,81,31.0,2.0,HARD,14.0,80.469,,,1
PIA,81,32.0,2.0,HARD,15.0,80.672,,,1
PIA,81,33.0,2.0,HARD,16.0,80.868,,,1
PIA,81,34.0,2.0,HARD,17.0,80.449,,,1
PIA,81,35.0,2.0,HARD,18.0,80.449,,,1
PIA,81,36.0,2.0,HARD,19.0,80.911,,,1
PIA,81,37.0,2.0,HARD,20.0,80.497,,,1
PIA,81,38.0,2.0,HARD,21.0,80.607,,,1
PIA,81,41.0,3.0,MEDIUM,2.0,78.679,,,1
PIA,81,42.0,3.0,MEDIUM,3.0,78.987,,,1
PIA,81,43.0,3.0,MEDIUM,4.0,78.864,,,1
PIA,81,44.0,3.0,MEDIUM,5.0,78.854,,,1
PIA,81,45.0,3.0,MEDIUM,6.0,79.08,,,1
PIA,81,46.0,3.0,MEDIUM,7.0,79.47,,,1
PIA,81,47.0,3.0,MEDIUM,8.0,79.397,,,1
PIA,81,48.0,3.0,MEDIUM,9.0,81.667,,,1
PIA,81,49.0,3.0,MEDIUM,10.0,81.089,,,1
PIA,81,50.0,3.0,MEDIUM,11.0,79.227,,,1
PIA,81,51.0,3.0,MEDIUM,12.0,80.902,,,1
PIA,81,52.0,3.0,MEDIUM,13.0,79.507,,,1
PIA,81,53.0,3.0,MEDIUM,14.0,79.358,,,1
PIA,81,54.0,3.0,MEDIUM,15.0,79.38,,,1
PIA,81,55.0,3.0,MEDIUM,16.0,79.453,,,1
PIA,81,56.0,3.0,MEDIUM,17.0,79.365,,,1
PIA,81,57.0,3.0,MEDIUM,18.0,79.396,,,1
PIA,81,58.0,3.0,MEDIUM,19.0,79.104,,,1
PIA,81,59.0,3.0,MEDIUM,20.0,79.096,,,1
PIA,81,60.0,3.0,MEDIUM,21.0,78.831,,,1
PIA,81,61.0,3.0,MEDIUM,22.0,79.078,,,1
PIA,81,62.0,3.0,MEDIUM,23.0,79.2,,,1
PIA,81,63.0,3.0,MEDIUM,24.0,80.997,,,1
PIA,81,64.0,3.0,MEDIUM,25.0,79.393,,,1
PIA,81,65.0,3.0,MEDIUM,26.0,79.1,,,1
DEV,21,1.0,1.0,SOFT,1.0,91.797,,,1
DEV,21,2.0,1.0,SOFT,2.0,83.068,,,1
DEV,21,3.0,1.0,SOFT,3.0,82.007,,,1
DEV,21,4.0,1.0,SOFT,4.0,81.717,,,1
DEV,21,5.0,1.0,SOFT,5.0,81.6,,,1
DEV,21,6.0,1.0,SOFT,6.0,81.572,,,1
DEV,21,7.0,1.0,SOFT,7.0,82.165,,,1
DEV,21,8.0,1.0,SOFT,8.0,82.489,,,1
DEV,21,11.0,2.0,HARD,2.0,80.705,,,1
DEV,21,12.0,2.0,HARD,3.0,81.357,,,1
DEV,21,13.0,2.0,HARD,4.0,80.553,,,1
DEV,21,14.0,2.0,HARD,5.0,81.363,,,1
DEV,21,15.0,2.0,HARD,6.0,80.776,,,1
DEV,21,16.0,2.0,HARD,7.0,81.022,,,1
DEV,21,17.0,2.0,HARD,8.0,80.808,,,1
DEV,21,18.0,2.0,HARD,9.0,81.221,,,1
DEV,21,19.0,2.0,HARD,10.0,81.571,,,1
DEV,21,20.0,2.0,HARD,11.0,81.217,,,1
DEV,21,21.0,2.0,HARD,12.0,81.642,,,1
DEV,21,22.0,2.0,HARD,13.0,81.656,,,1
DEV,21,23.0,2.0,HARD,14.0,82.426,,,1
DEV,21,24.0,2.0,HARD,15.0,81.431,,,1
DEV,21,25.0,2.0,HARD,16.0,80.52,,,1
DEV,21,26.0,2.0,HARD,17.0,81.99,,,1
DEV,21,27.0,2.0,HARD,18.0,80.811,,,1
DEV,21,28.0,2.0,HARD,19.0,80.848,,,1
DEV,21,29.0,2.0,HARD,20.0,80.497,,,1
DEV,21,30.0,2.0,HARD,21.0,80.46,,,1
DEV,21,31.0,2.0,HARD,22.0,80.483,,,1
DEV,21,32.0,2.0,HARD,23.0,80.503,,,1
DEV,21,33.0,2.0,HARD,24.0,80.724,,,1
DEV,21,34.0,2.0,HARD,25.0,80.923,,,1
DEV,21,35.0,2.0,HARD,26.0,80.77,,,1
DEV,21,36.0,2.0,HARD,27.0,80.764,,,1
DEV,21,37.0,2.0,HARD,28.0,80.909,,,1
DEV,21,40.0,3.0,MEDIUM,2.0,79.346,,,1
DEV,21,41.0,3.0,MEDIUM,3.0,78.594,,,1
DEV,21,42.0,3.0,MEDIUM,4.0,80.21,,,1
DEV,21,43.0,3.0,MEDIUM,5.0,79.24,,,1
DEV,21,44.0,3.0,MEDIUM,6.0,79.312,,,1
DEV,21,45.0,3.0,MEDIUM,7.0,78.931,,,1
DEV,21,46.0,3.0,MEDIUM,8.0,78.972,,,1
DEV,21,47.0,3.0,MEDIUM,9.0,79.111,,,1
DEV,21,48.0,3.0,MEDIUM,10.0,78.803,,,1
DEV,21,49.0,3.0,MEDIUM,11.0,79.009,,,1
DEV,21,50.0,3.0,MEDIUM,12.0,79.34,,,1
DEV,21,51.0,3.0,MEDIUM,13.0,79.35,,,1
DEV,21,52.0,3.0,MEDIUM,14.0,79.298,,,1
DEV,21,53.0,3.0,MEDIUM,15.0,79.186,,,1
DEV,21,54.0,3.0,MEDIUM,16.0,79.299,,,1
DEV,21,55.0,3.0,MEDIUM,17.0,79.035,,,1
DEV,21,56.0,3.0,MEDIUM,18.0,79.294,,,1
DEV,21,57.0,3.0,MEDIUM,19.0,79.164,,,1
DEV,21,58.0,3.0,MEDIUM,20.0,79.24,,,1
DEV,21,59.0,3.0,MEDIUM,21.0,79.014,,,1
DEV,21,60.0,3.0,MEDIUM,22.0,79.399,,,1
DEV,21,61.0,3.0,MEDIUM,23.0,79.372,,,1
DEV,21,62.0,3.0,MEDIUM,24.0,80.567,,,1
DEV,21,63.0,3.0,MEDIUM,25.0,79.184,,,1
DEV,21,64.0,3.0,MEDIUM,26.0,79.166,,,1
DEV,21,65.0,3.0,MEDIUM,27.0,79.031,,,1
HUL,27,1.0,1.0,SOFT,4.0,89.133,,,1
HUL,27,2.0,1.0,SOFT,5.0,81.912,,,1
HUL,27,3.0,1.0,SOFT,6.0,81.892,,,1
HUL,27,4.0,1.0,SOFT,7.0,81.363,,,1
HUL,27,5.0,1.0,SOFT,8.0,81.972,,,1
HUL,27,6.0,1.0,SOFT,9.0,82.738,,,1
HUL,27,7.0,1.0,SOFT,10.0,82.775,,,1
HUL,27,10.0,2.0,MEDIUM,2.0,80.101,,,1
HUL,27,11.0,2.0,MEDIUM,3.0,79.527,,,1
HUL,27,12.0,2.0,MEDIUM,4.0,80.114,,,1
HUL,27,13.0,2.0,MEDIUM,5.0,80.356,,,1
HUL,27,14.0,2.0,MEDIUM,6.0,82.119,,,1
HUL,27,15.0,2.0,MEDIUM,7.0,81.677,,,1
HUL,27,16.0,2.0,MEDIUM,8.0,83.239,,,1
HUL,27,17.0,2.0,MEDIUM,9.0,81.467,,,1
HUL,27,18.0,2.0,MEDIUM,10.0,81.335,,,1
HUL,27,19.0,2.0,MEDIUM,11.0,81.164,,,1
HUL,27,20.0,2.0,MEDIUM,12.0,81.266,,,1
HUL,27,21.0,2.0,MEDIUM,13.0,81.964,,,1
HUL,27,22.0,2.0,MEDIUM,14.0,80.991,,,1
HUL,27,23.0,2.0,MEDIUM,15.0,81.129,,,1
HUL,27,24.0,2.0,MEDIUM,16.0,81.33,,,1
HUL,27,25.0,2.0,MEDIUM,17.0,81.144,,,1
HUL,27,28.0,3.0,HARD,2.0,78.959,,,1
HUL,27,29.0,3.0,HARD,3.0,78.981,,,1
HUL,27,30.0,3.0,HARD,4.0,79.314,,,1
HUL,27,31.0,3.0,HARD,5.0,78.964,,,1
HUL,27,32.0,3.0,HARD,6.0,79.493,,,1
HUL,27,33.0,3.0,HARD,7.0,79.922,,,1
HUL,27,34.0,3.0,HARD,8.0,79.177,,,1
HUL,27,35.0,3.0,HARD,9.0,79.874,,,1
HUL,27,36.0,3.0,HARD,10.0,80.814,,,1
HUL,27,37.0,3.0,HARD,11.0,80.041,,,1
HUL,27,38.0,3.0,HARD,12.0,80.033,,,1
HUL,27,39.0,3.0,HARD,13.0,80.31,,,1
HUL,27,40.0,3.0,HARD,14.0,80.031,,,1
HUL,27,41.0,3.0,HARD,15.0,80.039,,,1
HUL,27,42.0,3.0,HARD,16.0,80.001,,,1
HUL,27,45.0,4.0,MEDIUM,2.0,78.912,,,1
HUL,27,46.0,4.0,MEDIUM,3.0,78.841,,,1
HUL,27,47.0,4.0,MEDIUM,4.0,79.121,,,1
HUL,27,48.0,4.0,MEDIUM,5.0,78.947,,,1
HUL,27,49.0,4.0,MEDIUM,6.0,79.272,,,1
HUL,27,50.0,4.0,MEDIUM,7.0,78.855,,,1
HUL,27,51.0,4.0,MEDIUM,8.0,78.861,,,1
HUL,27,52.0,4.0,MEDIUM,9.0,78.962,,,1
HUL,27,53.0,4.0,MEDIUM,10.0,78.776,,,1
HUL,27,54.0,4.0,MEDIUM,11.0,78.951,,,1
HUL,27,55.0,4.0,MEDIUM,12.0,80.482,,,1
HUL,27,56.0,4.0,MEDIUM,13.0,79.721,,,1
HUL,27,57.0,4.0,MEDIUM,14.0,79.128,,,1
HUL,27,58.0,4.0,MEDIUM,15.0,79.151,,,1
HUL,27,59.0,4.0,MEDIUM,16.0,78.985,,,1
HUL,27,60.0,4.0,MEDIUM,17.0,78.997,,,1
HUL,27,61.0,4.0,MEDIUM,18.0,78.949,,,1
HUL,27,62.0,4.0,MEDIUM,19.0,79.232,,,1
HUL,27,63.0,4.0,MEDIUM,20.0,79.524,,,1
HUL,27,64.0,4.0,MEDIUM,21.0,79.32,,,1
HUL,27,65.0,4.0,MEDIUM,22.0,79.416,,,1
ALB,23,1.0,1.0,SOFT,1.0,92.275,,,1
ALB,23,2.0,1.0,SOFT,2.0,83.056,,,1
ALB,23,3.0,1.0,SOFT,3.0,82.115,,,1
ALB,23,4.0,1.0,SOFT,4.0,81.84,,,1
ALB,23,5.0,1.0,SOFT,5.0,81.845,,,1
ALB,23,6.0,1.0,SOFT,6.0,81.896,,,1
ALB,23,7.0,1.0,SOFT,7.0,83.182,,,1
ALB,23,8.0,1.0,SOFT,8.0,82.386,,,1
ALB,23,9.0,1.0,SOFT,9.0,82.443,,,1
ALB,23,10.0,1.0,SOFT,10.0,82.507,,,1
ALB,23,11.0,1.0,SOFT,11.0,82.274,,,1
ALB,23,12.0,1.0,SOFT,12.0,82.189,,,1
ALB,23,13.0,1.0,SOFT,13.0,82.081,,,1
ALB,23,14.0,1.0,SOFT,14.0,82.137,,,1
ALB,23,15.0,1.0,SOFT,15.0,82.189,,,1
ALB,23,18.0,2.0,HARD,2.0,80.754,,,1
ALB,23,19.0,2.0,HARD,3.0,80.593,,,1
ALB,23,20.0,2.0,HARD,4.0,80.897,,,1
ALB,23,21.0,2.0,HARD,5.0,80.981,,,1
ALB,23,22.0,2.0,HARD,6.0,81.195,,,1
ALB,23,23.0,2.0,HARD,7.0,81.094,,,1
ALB,23,24.0,2.0,HARD,8.0,81.121,,,1
ALB,23,25.0,2.0,HARD,9.0,81.114,,,1
ALB,23,26.0,2.0,HARD,10.0,81.02,,,1
ALB,23,27.0,2.0,HARD,11.0,80.762,,,1
ALB,23,28.0,2.0,HARD,12.0,81.033,,,1
ALB,23,29.0,2.0,HARD,13.0,80.895,,,1
ALB,23,30.0,2.0,HARD,14.0,80.671,,,1
ALB,23,31.0,2.0,HARD,15.0,80.912,,,1
ALB,23,32.0,2.0,HARD,16.0,82.413,,,1
ALB,23,33.0,2.0,HARD,17.0,81.221,,,1
ALB,23,34.0,2.0,HARD,18.0,81.159,,,1
ALB,23,35.0,2.0,HARD,19.0,80.941,,,1
ALB,23,36.0,2.0,HARD,20.0,81.342,,,1
ALB,23,39.0,3.0,MEDIUM,2.0,79.77,,,1
ALB,23,40.0,3.0,MEDIUM,3.0,79.546,,,1
ALB,23,41.0,3.0,MEDIUM,4.0,79.5,,,1
ALB,23,42.0,3.0,MEDIUM,5.0,79.639,,,1
ALB,23,43.0,3.0,MEDIUM,6.0,79.836,,,1
ALB,23,44.0,3.0,MEDIUM,7.0,79.758,,,1
ALB,23,45.0,3.0,MEDIUM,8.0,79.654,,,1
ALB,23,46.0,3.0,MEDIUM,9.0,79.62,,,1
ALB,23,47.0,3.0,MEDIUM,10.0,79.525,,,1
ALB,23,48.0,3.0,MEDIUM,11.0,79.426,,,1
ALB,23,49.0,3.0,MEDIUM,12.0,79.712,,,1
ALB,23,50.0,3.0,MEDIUM,13.0,79.65,,,1
ALB,23,51.0,3.0,MEDIUM,14.0,79.447,,,1
ALB,23,52.0,3.0,MEDIUM,15.0,79.39,,,1
ALB,23,53.0,3.0,MEDIUM,16.0,79.327,,,1
ALB,23,54.0,3.0,MEDIUM,17.0,79.347,,,1
ALB,23,55.0,3.0,MEDIUM,18.0,79.415,,,1
ALB,23,56.0,3.0,MEDIUM,19.0,79.343,,,1
ALB,23,57.0,3.0,MEDIUM,20.0,79.189,,,1
ALB,23,58.0,3.0,MEDIUM,21.0,79.248,,,1
ALB,23,59.0,3.0,MEDIUM,22.0,79.133,,,1
ALB,23,60.0,3.0,MEDIUM,23.0,79.26,,,1
ALB,23,61.0,3.0,MEDIUM,24.0,80.461,,,1
ALB,23,62.0,3.0,MEDIUM,25.0,79.647,,,1
ALB,23,63.0,3.0,MEDIUM,26.0,79.374,,,1
ALB,23,64.0,3.0,MEDIUM,27.0,79.307,,,1
ALB,23,65.0,3.0,MEDIUM,28.0,79.419,,,1
NOR,4,3.0,2.0,HARD,2.0,80.072,,,1
NOR,4,4.0,2.0,HARD,3.0,80.051,,,1
NOR,4,5.0,2.0,HARD,4.0,80.241,,,1
NOR,4,6.0,2.0,HARD,5.0,81.022,,,1
NOR,4,7.0,2.0,HARD,6.0,80.818,,,1
NOR,4,8.0,2.0,HARD,7.0,80.807,,,1
NOR,4,9.0,2.0,HARD,8.0,81.17,,,1
NOR,4,10.0,2.0,HARD,9.0,82.136,,,1
NOR,4,11.0,2.0,HARD,10.0,81.956,,,1
NOR,4,12.0,2.0,HARD,11.0,81.641,,,1
NOR,4,13.0,2.0,HARD,12.0,81.744,,,1
NOR,4,14.0,2.0,HARD,13.0,81.093,,,1
NOR,4,15.0,2.0,HARD,14.0,81.359,,,1
NOR,4,16.0,2.0,HARD,15.0,81.782,,,1
NOR,4,17.0,2.0,HARD,16.0,82.536,,,1
NOR,4,18.0,2.0,HARD,17.0,81.694,,,1
NOR,4,19.0,2.0,HARD,18.0,81.746,,,1
NOR,4,20.0,2.0,HARD,19.0,81.428,,,1
NOR,4,21.0,2.0,HARD,20.0,81.589,,,1
NOR,4,24.0,3.0,MEDIUM,2.0,79.705,,,1
NOR,4,25.0,3.0,MEDIUM,3.0,80.056,,,1
NOR,4,26.0,3.0,MEDIUM,4.0,79.975,,,1
NOR,4,27.0,3.0,MEDIUM,5.0,79.88,,,1
NOR,4,28.0,3.0,MEDIUM,6.0,80.091,,,1
NOR,4,29.0,3.0,MEDIUM,7.0,80.076,,,1
NOR,4,30.0,3.0,MEDIUM,8.0,80.125,,,1
NOR,4,31.0,3.0,MEDIUM,9.0,80.117,,,1
NOR,4,32.0,3.0,MEDIUM,10.0,79.942,,,1
NOR,4,33.0,3.0,MEDIUM,11.0,79.803,,,1
NOR,4,34.0,3.0,MEDIUM,12.0,80.248,,,1
NOR,4,35.0,3.0,MEDIUM,13.0,80.288,,,1
NOR,4,36.0,3.0,MEDIUM,14.0,80.499,,,1
NOR,4,37.0,3.0,MEDIUM,15.0,80.461,,,1
NOR,4,38.0,3.0,MEDIUM,16.0,82.135,,,1
NOR,4,39.0,3.0,MEDIUM,17.0,80.469,,,1
NOR,4,40.0,3.0,MEDIUM,18.0,79.881,,,1
NOR,4,41.0,3.0,MEDIUM,19.0,80.992,,,1
NOR,4,42.0,3.0,MEDIUM,20.0,80.707,,,1
NOR,4,43.0,3.0,MEDIUM,21.0,79.576,,,1
NOR,4,44.0,3.0,MEDIUM,22.0,79.865,,,1
NOR,4,45.0,3.0,MEDIUM,23.0,79.925,,,1
NOR,4,46.0,3.0,MEDIUM,24.0,79.896,,,1
NOR,4,47.0,3.0,MEDIUM,25.0,80.146,,,1
NOR,4,48.0,3.0,MEDIUM,26.0,79.863,,,1
NOR,4,49.0,3.0,MEDIUM,27.0,79.826,,,1
NOR,4,52.0,4.0,SOFT,5.0,78.809,,,1
NOR,4,53.0,4.0,SOFT,6.0,77.287,,,1
NOR,4,54.0,4.0,SOFT,7.0,78.746,,,1
NOR,4,55.0,4.0,SOFT,8.0,77.182,,,1
NOR,4,56.0,4.0,SOFT,9.0,77.939,,,1
NOR,4,57.0,4.0,SOFT,10.0,78.16,,,1
NOR,4,58.0,4.0,SOFT,11.0,78.412,,,1
NOR,4,59.0,4.0,SOFT,12.0,80.534,,,1
NOR,4,60.0,4.0,SOFT,13.0,80.532,,,1
NOR,4,61.0,4.0,SOFT,14.0,79.503,,,1
NOR,4,62.0,4.0,SOFT,15.0,79.43,,,1
NOR,4,63.0,4.0,SOFT,16.0,79.36,,,1
NOR,4,64.0,4.0,SOFT,17.0,79.022,,,1
NOR,4,65.0,4.0,SOFT,18.0,78.833,,,1
MAG,20,1.0,1.0,SOFT,1.0,91.193,,,1
MAG,20,2.0,1.0,SOFT,2.0,82.725,,,1
MAG,20,3.0,1.0,SOFT,3.0,81.836,,,1
MAG,20,4.0,1.0,SOFT,4.0,82.097,,,1
MAG,20,5.0,1.0,SOFT,5.0,81.294,,,1
MAG,20,6.0,1.0,SOFT,6.0,81.593,,,1
MAG,20,7.0,1.0,SOFT,7.0,82.354,,,1
MAG,20,8.0,1.0,SOFT,8.0,82.486,,,1
MAG,20,9.0,1.0,SOFT,9.0,81.53,,,1
MAG,20,12.0,2.0,MEDIUM,2.0,80.176,,,1
MAG,20,13.0,2.0,MEDIUM,3.0,80.504,,,1
MAG,20,14.0,2.0,MEDIUM,4.0,80.706,,,1
MAG,20,15.0,2.0,MEDIUM,5.0,81.069,,,1
MAG,20,16.0,2.0,MEDIUM,6.0,81.119,,,1
MAG,20,17.0,2.0,MEDIUM,7.0,81.203,,,1
MAG,20,18.0,2.0,MEDIUM,8.0,81.031,,,1
MAG,20,19.0,2.0,MEDIUM,9.0,81.719,,,1
MAG,20,20.0,2.0,MEDIUM,10.0,81.51,,,1
MAG,20,21.0,2.0,MEDIUM,11.0,81.662,,,1
MAG,20,22.0,2.0,MEDIUM,12.0,81.631,,,1
MAG,20,23.0,2.0,MEDIUM,13.0,81.847,,,1
MAG,20,26.0,3.0,HARD,2.0,79.412,,,1
MAG,20,27.0,3.0,HARD,3.0,79.009,,,1
MAG,20,28.0,3.0,HARD,4.0,79.264,,,1
MAG,20,29.0,3.0,HARD,5.0,79.627,,,1
MAG,20,30.0,3.0,HARD,6.0,79.734,,,1
MAG,20,31.0,3.0,HARD,7.0,79.98,,,1
MAG,20,32.0,3.0,HARD,8.0,80.401,,,1
MAG,20,33.0,3.0,HARD,9.0,80.774,,,1
MAG,20,34.0,3.0,HARD,10.0,80.679,,,1
MAG,20,35.0,3.0,HARD,11.0,80.085,,,1
MAG,20,36.0,3.0,HARD,12.0,80.459,,,1
MAG,20,37.0,3.0,HARD,13.0,81.792,,,1
MAG,20,38.0,3.0,HARD,14.0,81.479,,,1
MAG,20,39.0,3.0,HARD,15.0,79.939,,,1
MAG,20,40.0,3.0,HARD,16.0,82.531,,,1
MAG,20,41.0,3.0,HARD,17.0,80.194,,,1
MAG,20,44.0,4.0,MEDIUM,2.0,78.069,,,1
MAG,20,45.0,4.0,MEDIUM,3.0,78.282,,,1
MAG,20,46.0,4.0,MEDIUM,4.0,78.851,,,1
MAG,20,47.0,4.0,MEDIUM,5.0,79.166,,,1
MAG,20,48.0,4.0,MEDIUM,6.0,78.7,,,1
MAG,20,49.0,4.0,MEDIUM,7.0,79.105,,,1
MAG,20,50.0,4.0,MEDIUM,8.0,78.98,,,1
MAG,20,51.0,4.0,MEDIUM,9.0,79.101,,,1
MAG,20,52.0,4.0,MEDIUM,10.0,79.345,,,1
MAG,20,53.0,4.0,MEDIUM,11.0,79.396,,,1
MAG,20,54.0,4.0,MEDIUM,12.0,79.311,,,1
MAG,20,55.0,4.0,MEDIUM,13.0,79.187,,,1
MAG,20,56.0,4.0,MEDIUM,14.0,79.389,,,1
