Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,LapTime,PitInTime,PitOutTime,TrackStatus
LAW,40,37.0,3.0,MEDIUM,7.0,86.253,,,1
LAW,40,38.0,3.0,MEDIUM,8.0,86.103,,,1
LAW,40,39.0,3.0,MEDIUM,9.0,86.245,,,1
LAW,40,40.0,3.0,MEDIUM,10.0,86.273,,,1
LAW,40,41.0,3.0,MEDIUM,11.0,86.417,,,1
LAW,40,42.0,3.0,MEDIUM,12.0,86.121,,,1
LAW,40,43.0,3.0,MEDIUM,13.0,86.143,,,1
LAW,40,44.0,3.0,MEDIUM,14.0,85.842,,,1
LAW,40,45.0,3.0,MEDIUM,15.0,86.134,,,1
LAW,40,46.0,3.0,MEDIUM,16.0,86.018,,,1
LAW,40,47.0,3.0,MEDIUM,17.0,86.656,,,1
LAW,40,48.0,3.0,MEDIUM,18.0,86.098,,,1
LAW,40,49.0,3.0,MEDIUM,19.0,87.235,,,1
LAW,40,50.0,3.0,MEDIUM,20.0,86.436,,,1
HAM,44,1.0,1.0,HARD,4.0,92.011,,,1
HAM,44,2.0,1.0,HARD,5.0,87.837,,,1
HAM,44,3.0,1.0,HARD,6.0,87.289,,,1
HAM,44,4.0,1.0,HARD,7.0,87.233,,,1
HAM,44,5.0,1.0,HARD,8.0,87.015,,,1
HAM,44,6.0,1.0,HARD,9.0,86.711,,,1
HAM,44,7.0,1.0,HARD,10.0,86.7,,,1
HAM,44,8.0,1.0,HARD,11.0,86.643,,,1
HAM,44,9.0,1.0,HARD,12.0,86.756,,,1
HAM,44,10.0,1.0,HARD,13.0,86.995,,,1
HAM,44,11.0,1.0,HARD,14.0,87.119,,,1
HAM,44,12.0,1.0,HARD,15.0,87.194,,,1
HAM,44,13.0,1.0,HARD,16.0,87.292,,,1
HAM,44,14.0,1.0,HARD,17.0,87.526,,,1
HAM,44,15.0,1.0,HARD,18.0,88.085,,,1
HAM,44,16.0,1.0,HARD,19.0,87.24,,,1
HAM,44,17.0,1.0,HARD,20.0,87.585,,,1
HAM,44,18.0,1.0,HARD,21.0,87.279,,,1
HAM,44,19.0,1.0,HARD,22.0,87.449,,,1
HAM,44,20.0,1.0,HARD,23.0,87.83,,,1
HAM,44,21.0,1.0,HARD,24.0,87.399,,,1
HAM,44,22.0,1.0,HARD,25.0,87.154,,,1
HAM,44,23.0,1.0,HARD,26.0,87.267,,,1
HAM,44,24.0,1.0,HARD,27.0,87.311,,,1
HAM,44,25.0,1.0,HARD,28.0,87.791,,,1
HAM,44,26.0,1.0,HARD,29.0,87.407,,,1
HAM,44,29.0,2.0,MEDIUM,2.0,85.582,,,1
HAM,44,30.0,2.0,MEDIUM,3.0,86.34,,,1
HAM,44,31.0,2.0,MEDIUM,4.0,86.404,,,1
HAM,44,32.0,2.0,MEDIUM,5.0,86.62,,,1
HAM,44,33.0,2.0,MEDIUM,6.0,86.584,,,1
HAM,44,34.0,2.0,MEDIUM,7.0,86.236,,,1
HAM,44,35.0,2.0,MEDIUM,8.0,86.016,,,1
HAM,44,36.0,2.0,MEDIUM,9.0,86.205,,,1
HAM,44,37.0,2.0,MEDIUM,10.0,85.999,,,1
HAM,44,38.0,2.0,MEDIUM,11.0,86.274,,,1
HAM,44,39.0,2.0,MEDIUM,12.0,86.249,,,1
HAM,44,40.0,2.0,MEDIUM,13.0,86.658,,,1
HAM,44,41.0,2.0,MEDIUM,14.0,87.501,,,1
HAM,44,42.0,2.0,MEDIUM,15.0,86.216,,,1
HAM,44,43.0,2.0,MEDIUM,16.0,86.093,,,1
HAM,44,44.0,2.0,MEDIUM,17.0,87.152,,,1
HAM,44,45.0,2.0,MEDIUM,18.0,86.333,,,1
HAM,44,46.0,2.0,MEDIUM,19.0,87.193,,,1
HAM,44,47.0,2.0,MEDIUM,20.0,86.12,,,1
HAM,44,48.0,2.0,MEDIUM,21.0,85.815,,,1
HAM,44,49.0,2.0,MEDIUM,22.0,85.888,,,1
HAM,44,50.0,2.0,MEDIUM,23.0,85.927,,,1
HAM,44,51.0,2.0,MEDIUM,24.0,86.093,,,1
SAI,55,1.0,1.0,MEDIUM,1.0,87.117,,,1
SAI,55,2.0,1.0,MEDIUM,2.0,86.006,,,1
SAI,55,3.0,1.0,MEDIUM,3.0,85.976,,,1
SAI,55,4.0,1.0,MEDIUM,4.0,86.067,,,1
SAI,55,5.0,1.0,MEDIUM,5.0,86.423,,,1
SAI,55,6.0,1.0,MEDIUM,6.0,86.615,,,1
SAI,55,7.0,1.0,MEDIUM,7.0,86.358,,,1
SAI,55,8.0,1.0,MEDIUM,8.0,86.224,,,1
SAI,55,9.0,1.0,MEDIUM,9.0,86.476,,,1
SAI,55,10.0,1.0,MEDIUM,10.0,86.511,,,1
SAI,55,11.0,1.0,MEDIUM,11.0,86.691,,,1
SAI,55,12.0,1.0,MEDIUM,12.0,86.408,,,1
SAI,55,13.0,1.0,MEDIUM,13.0,86.887,,,1
SAI,55,14.0,1.0,MEDIUM,14.0,86.972,,,1
SAI,55,15.0,1.0,MEDIUM,15.0,88.219,,,1
SAI,55,16.0,1.0,MEDIUM,16.0,87.323,,,1
SAI,55,17.0,1.0,MEDIUM,17.0,87.721,,,1
SAI,55,18.0,1.0,MEDIUM,18.0,87.512,,,1
SAI,55,21.0,2.0,HARD,2.0,86.146,,,1
SAI,55,22.0,2.0,HARD,3.0,85.558,,,1
SAI,55,23.0,2.0,HARD,4.0,85.793,,,1
SAI,55,24.0,2.0,HARD,5.0,85.902,,,1
SAI,55,25.0,2.0,HARD,6.0,86.005,,,1
SAI,55,26.0,2.0,HARD,7.0,85.836,,,1
SAI,55,27.0,2.0,HARD,8.0,86.165,,,1
SAI,55,28.0,2.0,HARD,9.0,85.77,,,1
SAI,55,29.0,2.0,HARD,10.0,85.72,,,1
SAI,55,30.0,2.0,HARD,11.0,85.501,,,1
SAI,55,31.0,2.0,HARD,12.0,85.718,,,1
SAI,55,32.0,2.0,HARD,13.0,85.896,,,1
SAI,55,33.0,2.0,HARD,14.0,85.926,,,1
SAI,55,34.0,2.0,HARD,15.0,86.126,,,1
SAI,55,35.0,2.0,HARD,16.0,85.789,,,1
SAI,55,36.0,2.0,HARD,17.0,86.011,,,1
SAI,55,37.0,2.0,HARD,18.0,85.886,,,1
SAI,55,38.0,2.0,HARD,19.0,85.705,,,1
SAI,55,39.0,2.0,HARD,20.0,85.924,,,1
SAI,55,40.0,2.0,HARD,21.0,86.122,,,1
SAI,55,41.0,2.0,HARD,22.0,86.738,,,1
SAI,55,42.0,2.0,HARD,23.0,86.479,,,1
SAI,55,43.0,2.0,HARD,24.0,86.589,,,1
SAI,55,44.0,2.0,HARD,25.0,86.43,,,1
SAI,55,45.0,2.0,HARD,26.0,86.632,,,1
SAI,55,46.0,2.0,HARD,27.0,87.303,,,1
SAI,55,47.0,2.0,HARD,28.0,87.096,,,1
SAI,55,48.0,2.0,HARD,29.0,86.8,,,1
SAI,55,49.0,2.0,HARD,30.0,86.77,,,1
SAI,55,50.0,2.0,HARD,31.0,86.776,,,1
SAI,55,51.0,2.0,HARD,32.0,87.044,,,1
RUS,63,1.0,1.0,MEDIUM,1.0,89.339,,,1
RUS,63,2.0,1.0,MEDIUM,2.0,86.686,,,1
RUS,63,3.0,1.0,MEDIUM,3.0,86.176,,,1
RUS,63,4.0,1.0,MEDIUM,4.0,86.178,,,1
RUS,63,5.0,1.0,MEDIUM,5.0,86.249,,,1
RUS,63,6.0,1.0,MEDIUM,6.0,86.515,,,1
RUS,63,7.0,1.0,MEDIUM,7.0,86.515,,,1
RUS,63,8.0,1.0,MEDIUM,8.0,86.594,,,1
RUS,63,9.0,1.0,MEDIUM,9.0,86.71,,,1
RUS,63,10.0,1.0,MEDIUM,10.0,86.655,,,1
RUS,63,11.0,1.0,MEDIUM,11.0,87.186,,,1
RUS,63,12.0,1.0,MEDIUM,12.0,87.044,,,1
RUS,63,13.0,1.0,MEDIUM,13.0,86.962,,,1
RUS,63,14.0,1.0,MEDIUM,14.0,87.285,,,1
RUS,63,15.0,1.0,MEDIUM,15.0,87.005,,,1
RUS,63,16.0,1.0,MEDIUM,16.0,87.976,,,1
RUS,63,17.0,1.0,MEDIUM,17.0,87.055,,,1
RUS,63,18.0,1.0,MEDIUM,18.0,87.383,,,1
RUS,63,21.0,2.0,HARD,5.0,86.456,,,1
RUS,63,22.0,2.0,HARD,6.0,86.715,,,1
RUS,63,23.0,2.0,HARD,7.0,86.605,,,1
RUS,63,24.0,2.0,HARD,8.0,86.671,,,1
RUS,63,25.0,2.0,HARD,9.0,86.32,,,1
RUS,63,26.0,2.0,HARD,10.0,86.41,,,1
RUS,63,27.0,2.0,HARD,11.0,86.184,,,1
RUS,63,28.0,2.0,HARD,12.0,86.284,,,1
RUS,63,29.0,2.0,HARD,13.0,86.14,,,1
RUS,63,30.0,2.0,HARD,14.0,85.966,,,1
RUS,63,31.0,2.0,HARD,15.0,86.148,,,1
RUS,63,32.0,2.0,HARD,16.0,86.059,,,1
RUS,63,33.0,2.0,HARD,17.0,86.161,,,1
RUS,63,34.0,2.0,HARD,18.0,86.119,,,1
RUS,63,35.0,2.0,HARD,19.0,86.189,,,1
RUS,63,36.0,2.0,HARD,20.0,86.371,,,1
RUS,63,37.0,2.0,HARD,21.0,85.997,,,1
RUS,63,38.0,2.0,HARD,22.0,85.847,,,1
RUS,63,39.0,2.0,HARD,23.0,86.21,,,1
RUS,63,40.0,2.0,HARD,24.0,86.244,,,1
RUS,63,41.0,2.0,HARD,25.0,86.614,,,1
RUS,63,42.0,2.0,HARD,26.0,86.335,,,1
RUS,63,43.0,2.0,HARD,27.0,86.426,,,1
RUS,63,44.0,2.0,HARD,28.0,86.336,,,1
RUS,63,45.0,2.0,HARD,29.0,86.394,,,1
RUS,63,46.0,2.0,HARD,30.0,86.458,,,1
RUS,63,47.0,2.0,HARD,31.0,86.64,,,1
RUS,63,48.0,2.0,HARD,32.0,86.287,,,1
RUS,63,49.0,2.0,HARD,33.0,86.375,,,1
RUS,63,50.0,2.0,HARD,34.0,86.874,,,1
RUS,63,51.0,2.0,HARD,35.0,86.628,,,1
BOT,77,1.0,1.0,HARD,4.0,94.811,,,1
BOT,77,2.0,1.0,HARD,5.0,88.032,,,1
BOT,77,3.0,1.0,HARD,6.0,87.95,,,1
BOT,77,4.0,1.0,HARD,7.0,87.119,,,1
BOT,77,5.0,1.0,HARD,8.0,87.575,,,1
BOT,77,6.0,1.0,HARD,9.0,87.15,,,1
BOT,77,7.0,1.0,HARD,10.0,87.36,,,1
BOT,77,8.0,1.0,HARD,11.0,87.227,,,1
BOT,77,9.0,1.0,HARD,12.0,87.265,,,1
BOT,77,10.0,1.0,HARD,13.0,87.863,,,1
BOT,77,11.0,1.0,HARD,14.0,87.693,,,1
BOT,77,12.0,1.0,HARD,15.0,88.716,,,1
BOT,77,13.0,1.0,HARD,16.0,88.007,,,1
BOT,77,14.0,1.0,HARD,17.0,87.991,,,1
BOT,77,15.0,1.0,HARD,18.0,87.427,,,1
BOT,77,16.0,1.0,HARD,19.0,87.824,,,1
BOT,77,17.0,1.0,HARD,20.0,87.47,,,1
BOT,77,18.0,1.0,HARD,21.0,87.634,,,1
BOT,77,19.0,1.0,HARD,22.0,87.725,,,1
BOT,77,20.0,1.0,HARD,23.0,88.438,,,1
BOT,77,21.0,1.0,HARD,24.0,89.044,,,1
BOT,77,22.0,1.0,HARD,25.0,88.116,,,1
BOT,77,23.0,1.0,HARD,26.0,88.123,,,1
BOT,77,24.0,1.0,HARD,27.0,88.022,,,1
BOT,77,27.0,2.0,MEDIUM,5.0,85.988,,,1
BOT,77,28.0,2.0,MEDIUM,6.0,86.486,,,1
BOT,77,29.0,2.0,MEDIUM,7.0,86.201,,,1
BOT,77,30.0,2.0,MEDIUM,8.0,86.643,,,1
BOT,77,31.0,2.0,MEDIUM,9.0,86.648,,,1
BOT,77,32.0,2.0,MEDIUM,10.0,86.606,,,1
BOT,77,33.0,2.0,MEDIUM,11.0,86.873,,,1
BOT,77,34.0,2.0,MEDIUM,12.0,86.621,,,1
BOT,77,35.0,2.0,MEDIUM,13.0,86.523,,,1
BOT,77,36.0,2.0,MEDIUM,14.0,86.782,,,1
BOT,77,37.0,2.0,MEDIUM,15.0,86.545,,,1
BOT,77,38.0,2.0,MEDIUM,16.0,87.093,,,1
BOT,77,39.0,2.0,MEDIUM,17.0,86.981,,,1
BOT,77,40.0,2.0,MEDIUM,18.0,87.862,,,1
BOT,77,41.0,2.0,MEDIUM,19.0,87.203,,,1
BOT,77,42.0,2.0,MEDIUM,20.0,86.864,,,1
BOT,77,43.0,2.0,MEDIUM,21.0,87.753,,,1
BOT,77,44.0,2.0,MEDIUM,22.0,86.962,,,1
BOT,77,45.0,2.0,MEDIUM,23.0,86.889,,,1
BOT,77,46.0,2.0,MEDIUM,24.0,86.806,,,1
BOT,77,47.0,2.0,MEDIUM,25.0,86.736,,,1
BOT,77,48.0,2.0,MEDIUM,26.0,87.005,,,1
BOT,77,49.0,2.0,MEDIUM,27.0,87.134,,,1
BOT,77,50.0,2.0,MEDIUM,28.0,86.95,,,1
PIA,81,1.0,1.0,MEDIUM,1.0,90.315,,,1
PIA,81,2.0,1.0,MEDIUM,2.0,88.053,,,1
PIA,81,3.0,1.0,MEDIUM,3.0,86.982,,,1
PIA,81,4.0,1.0,MEDIUM,4.0,87.004,,,1
PIA,81,5.0,1.0,MEDIUM,5.0,86.909,,,1
PIA,81,6.0,1.0,MEDIUM,6.0,86.878,,,1
PIA,81,7.0,1.0,MEDIUM,7.0,86.94,,,1
PIA,81,8.0,1.0,MEDIUM,8.0,86.85,,,1
PIA,81,9.0,1.0,MEDIUM,9.0,86.864,,,1
PIA,81,10.0,1.0,MEDIUM,10.0,86.823,,,1
PIA,81,11.0,1.0,MEDIUM,11.0,87.217,,,1
PIA,81,12.0,1.0,MEDIUM,12.0,87.454,,,1
PIA,81,13.0,1.0,MEDIUM,13.0,87.518,,,1
PIA,81,14.0,1.0,MEDIUM,14.0,87.371,,,1
PIA,81,15.0,1.0,MEDIUM,15.0,87.738,,,1
PIA,81,16.0,1.0,MEDIUM,16.0,87.201,,,1
PIA,81,17.0,1.0,MEDIUM,17.0,87.44,,,1
PIA,81,18.0,1.0,MEDIUM,18.0,87.398,,,1
PIA,81,19.0,1.0,MEDIUM,19.0,87.352,,,1
PIA,81,20.0,1.0,MEDIUM,20.0,87.746,,,1
PIA,81,21.0,1.0,MEDIUM,21.0,87.587,,,1
PIA,81,22.0,1.0,MEDIUM,22.0,87.419,,,1
PIA,81,25.0,2.0,HARD,7.0,86.411,,,1
PIA,81,26.0,2.0,HARD,8.0,86.287,,,1
PIA,81,27.0,2.0,HARD,9.0,86.248,,,1
PIA,81,28.0,2.0,HARD,10.0,86.611,,,1
PIA,81,29.0,2.0,HARD,11.0,86.132,,,1
PIA,81,30.0,2.0,HARD,12.0,87.074,,,1
PIA,81,31.0,2.0,HARD,13.0,86.86,,,1
PIA,81,32.0,2.0,HARD,14.0,86.746,,,1
PIA,81,33.0,2.0,HARD,15.0,86.445,,,1
PIA,81,34.0,2.0,HARD,16.0,86.717,,,1
PIA,81,35.0,2.0,HARD,17.0,86.277,,,1
PIA,81,36.0,2.0,HARD,18.0,86.639,,,1
PIA,81,37.0,2.0,HARD,19.0,86.806,,,1
PIA,81,38.0,2.0,HARD,20.0,87.146,,,1
PIA,81,39.0,2.0,HARD,21.0,87.166,,,1
PIA,81,40.0,2.0,HARD,22.0,86.853,,,1
PIA,81,43.0,3.0,MEDIUM,5.0,85.072,,,1
PIA,81,44.0,3.0,MEDIUM,6.0,85.69,,,1
PIA,81,45.0,3.0,MEDIUM,7.0,86.139,,,1
PIA,81,46.0,3.0,MEDIUM,8.0,85.732,,,1
PIA,81,47.0,3.0,MEDIUM,9.0,86.614,,,1
PIA,81,48.0,3.0,MEDIUM,10.0,86.067,,,1
PIA,81,49.0,3.0,MEDIUM,11.0,85.841,,,1
PIA,81,50.0,3.0,MEDIUM,12.0,85.593,,,1
